Marie;11.411
Maria;11.009
Anne;5.485
Fatima;5.439
Monique;3.755
Jacqueline;3.721
Nathalie;3.610
Nicole;3.277
Anna;3.202
Isabelle;3.124
Sarah;3.120
Martine;3.033
Christiane;2.948
Catherine;2.895
Françoise;2.895
Sophie;2.808
Chantal;2.636
Nadia;2.566
Christine;2.456
Véronique;2.406
Jeanne;2.375
Patricia;2.351
Julie;2.272
Jeannine;2.220
Caroline;2.168
Laura;2.164
Dominique;2.088
Valérie;2.073
Myriam;1.969
Liliane;1.931
Stéphanie;1.790
Claire;1.743
Elisabeth;1.742
Khadija;1.742
Michèle;1.723
Brigitte;1.706
Suzanne;1.700
Nadine;1.698
Hélène;1.676
Laurence;1.665
Denise;1.607
Francine;1.595
Céline;1.555
Louise;1.554
Sylvie;1.543
Danielle;1.525
Malika;1.506
Sara;1.473
Charlotte;1.446
Alice;1.440
Pascale;1.415
Claudine;1.397
Cécile;1.395
Ana;1.370
Virginie;1.370
Samira;1.368
Aurélie;1.364
Micheline;1.355
Fabienne;1.341
Carine;1.319
Alexandra;1.294
Amina;1.293
Imane;1.279
Karima;1.266
Yvonne;1.250
Florence;1.229
Vanessa;1.218
Andrée;1.210
Sandra;1.210
Annie;1.206
Rachida;1.203
Jessica;1.187
Emilie;1.181
Barbara;1.167
Viviane;1.151
Fatiha;1.103
Georgette;1.094
Marguerite;1.091
Geneviève;1.090
Madeleine;1.077
Latifa;1.070
Marianne;1.009
Yvette;1.007
Lucie;1.005
Joëlle;1.001
Josiane;999
Sandrine;998
Sonia;984
Julia;977
Rosa;977
Pauline;975
Fatma;972
Lucienne;970
Simonne;964
Renée;958
Laetitia;950
Yasmine;947
Thérèse;944
Zohra;941
Elena;938
Hanane;938
Nora;938
Yousra;935
Muriel;930
Eva;928
Béatrice;923
Mireille;918
Lina;912
Sabine;909
Jamila;905
Audrey;904
Mariette;898
Yasmina;898
Camille;897
Bernadette;895
Aïcha;883
Eliane;883
Arlette;876
Jennifer;864
Nelly;863
Juliette;853
Joanna;848
Delphine;833
Sabrina;833
Simone;833
Paula;831
Elise;828
Clara;826
Anne-Marie;822
Léa;819
Elisa;817
Emma;801
Thi;797
Aicha;786
Colette;784
Marcelle;783
Rita;775
Hajar;774
Irène;771
Inès;761
Victoria;746
Rania;743
Yamina;742
Mariam;725
Anissa;714
Agnès;707
Gisèle;694
Ines;690
Naima;684
Olivia;681
Chloé;678
Soumaya;678
Najat;677
Sofia;671
