Franc;29028
Janez;24131
Anton;20875
Ivan;20624
Jožef;19421
Andrej;17416
Marko;17245
Jože;15559
Marjan;13222
Peter;12928
Milan;12282
Matej;11791
Tomaž;11502
Stanislav;11215
Branko;11144
Aleš;10704
Luka;10589
Bojan;10544
Robert;10492
Boštjan;10006
Matjaž;9703
Rok;9619
Gregor;9564
Martin;9321
Miha;878
Alojz;8696
Igor;846
Boris;8408
Dušan;8318
Dejan;8008
David;7638
Uroš;7031
Jan;698
Jure;6931
Mitja;6867
Simon;672
Blaž;6674
Nejc;6446
Žiga;6408
Darko;6213
Drago;6079
Klemen;6029
Štefan;5893
Primož;5774
Jernej;5745
Matic;555
Aleksander;554
Miran;5469
Roman;5414
Žan;5303
Denis;5117
Gašper;5021
Tadej;5008
Vladimir;4854
Srečko;4633
Slavko;4612
Janko;4508
Mirko;4493
Aljaž;446
Borut;4386
Anže;4382
Damjan;4357
Miroslav;4309
Jaka;4121
Alojzij;3891
Matija;3887
Jakob;3865
Zoran;3834
Stanko;3823
Danijel;3763
Alen;3688
Mihael;361
Domen;3454
Tilen;343
Marijan;3378
Vinko;3234
Rudolf;3225
Goran;3199
Sašo;3182
Iztok;3142
Viktor;3086
Nik;3081
Jurij;3014
Matevž;2796
Zvonko;2717
Andraž;271
Pavel;267
Zdravko;267
Urban;2656
Leon;2645
Edvard;2601
Danilo;2546
Vid;2524
Rajko;2502
Samo;2446
Zlatko;2433
Gorazd;2412
Dragan;2383
Bogdan;2365
Filip;2335
Ludvik;2275
Benjamin;2274
Tim;2253
Sandi;2243
Emil;2208
Josip;2173
Ciril;2101
Frančišek;2095
Kristjan;2091
Sebastjan;2083
Franci;2031
Vojko;2025
Erik;201
Silvo;1968
Albin;1936
Mark;1859
Željko;1806
Damijan;1802
Damir;1799
Leopold;1776
Maks;1776
Aljoša;1763
Božidar;1758
Daniel;168
Viljem;1679
Dominik;1647
Silvester;1639
Timotej;163
Miloš;1595
Vincenc;1593
Stojan;1555
Karel;155
Gal;1528
Tomislav;1497
Niko;1478
Lovro;1476
Davorin;1451
Valentin;1436
Franjo;1426
Nikola;1418
Patrik;1409
Mario;1396
Saša;1374
Grega;1316
Ladislav;1314
Anej;1306
Maj;13
Vlado;1299
Mladen;1284
Bogomir;1256
Zdenko;1256
Kristijan;1236
Davor;1229
Aleksandar;1209
Tine;1208
Karl;1171
Stjepan;1136
Sebastijan;1109
Ernest;1104
Maksimiljan;1089
Ivo;1077
Jasmin;1074
Elvis;1051
Rado;1037
Avgust;1027
Aleks;1008
Lan;1
Valter;998
Jani;979
Nenad;967
Ervin;959
Ignac;954
Marcel;952
Adolf;933
Izidor;933
Petar;921
Metod;886
Edin;885
Ferdinand;866
Renato;863
Nikolaj;860
Radovan;858
Bruno;850
Albert;837
Nino;835
Rene;822
Senad;818
Mirsad;809
Joško;801
Sergej;800
Bernard;794
Hasan;782
Slobodan;776
Rudi;773
Samir;768
Rafael;766
Miro;759
Feliks;755
Bor;753
Cvetko;747
