Abigail;38
Ada;160
Adela;60
Adele;24
Adèle;10
Adelina;55
Adina;281
Adna;12
Adriana;120
Agnes;6747
Aicha;10
Aida;159
Aina;103
Aisha;370
Ajla;248
Alba;256
Albina;14
Alea;25
Aleksandra;67
Alessia;11
Alexandra;2813
Alexia;135
Alexis;28
Alexsandra;10
Aleyna;27
Alice;9569
Alicia;4526
Alida;10
Alina;541
Aline;36
Alisa;127
Alissa;80
Allie;24
Allis;150
Ally;59
Alma;5181
Alva;9225
Alwa;187
Alvina;159
Alyssa;23
Amal;10
Amalia;252
Amanda;9843
Amber;35
Amela;10
Amelia;952
Amelie;556
Amélie;58
Amie;20
Amilia;150
Amina;631
Amira;191
Amna;11
Amy;298
Ana;22
Anastasia;245
Anastasija;10
Andrea;969
Andréa;98
Angela;188
Angelica;767
Angelika;66
Angelina;987
Anisa;82
Anita;57
Anja;404
Anna;4658
Annabelle;11
Anni;50
Annie;1751
Annika;183
Antonia;332
Anya;10
Aprilia;45
Ariana;14
Arwen;35
Asma;12
Asta;133
Astrid;3098
Athena;20
Aurora;280
Ava;195
Awa;10
Avin;10
Aya;318
Ayla;123
Aylin;126
Azra;34
Bea;91
Beata;299
Beatrice;688
Belinda;85
Bella;592
Belle;43
Benin;10
Berfin;46
Betty;169
Bianca;987
Billie;29
Blanka;21
Blenda;67
Bodil;14
Bonnie;109
Britta;32
Caisa;23
Cajsa;720
Camilla;272
Carla;127
Carmen;54
Carolin;47
Carolina;656
Caroline;1140
Casandra;25
Cassandra;1004
Cecilia;1242
Celia;24
Celina;328
Celine;606
Céline;55
Chanel;77
Chanelle;52
Charlie;76
Charlotta;72
Charlotte;234
Chelsea;13
Chloe;66
Chloé;45
Christina;247
Christine;65
Cindy;87
Clara;4140
Claudia;355
Cleo;43
Cornelia;3000
Dahlia;35
Daisy;72
Dalia;145
Dana;83
Dania;98
Daniela;284
Daniella;724
Deborah;10
Denice;50
Denise;529
Denize;45
Desirée;108
Destiny;14
Diana;731
Dilan;10
Dilara;82
Dima;25
Dina;233
Disa;489
Donia;10
Donya;10
Doris;281
Ebba;9506
Eda;21
Edda;12
Eden;34
Edessa;10
Edit;368
Edith;1105
Eila;52
Eira;348
Ela;78
Eleanor;23
Elena;175
Eleonor;11
Eleonora;179
Eliana;34
Elicia;152
Elif;81
Elin;11749
Elina;2248
Eline;12
Elinor;107
Elisa;383
Elisabet;21
Elisabeth;368
Elise;1260
Elisia;45
Elissa;72
Eliza;109
Elizabeth;42
Elize;10
Ella;8435
Elle;104
Ellen;6809
Elli;121
Ellie;1015
Ellinor;1267
Ellinore;51
Elly;230
Elma;684
Elmedina;10
Elna;257
Elsa;7443
Elsie;96
Elva;10
Elvina;77
Elvira;3544
Elwira;92
Ema;20
Embla;676
Emeli;20
Emelia;74
Emelie;5281
Emely;23
Emilia;7743
Emilie;244
Emilija;21
Emily;596
Emina;253
Emma;14917
Emmelie;104
Emmi;220
Emmie;780
Emmy;1801
Emy;79
Engla;1271
Enya;418
Erica;623
Erika;782
Erina;21
Erna;43
Erza;19
Esma;41
Esmeralda;294
Esra;41
Estelle;424
Ester;1786
Esther;792
Estrid;90
Eva;292
Evelin;54
Evelina;3099
Eveline;49
Evelyn;201
Evin;21
Fannie;54
Fanny;3183
Fatima;600
Fatma;136
Felicia;7728
Felizia;84
Fia;106
Fideli;17
Filippa;4863
Fiona;138
Flora;199
Franka;11
Fredrica;10
Fredrika;297
Freija;10
Freja;2485
Freya;165
Freyja;11
Frida;5051
Gabriela;81
Gabriella;1305
Gabrielle;13
Gerda;10
Gina;24
Gloria;59
Grace;56
Greta;1043
Gry;241
Hafsa;11
Hailey;81
Hailie;12
Haley;43
Hana;159
Hanan;49
Hanin;10
Hanna;8602
Hannah;1949
Harriet;78
Havanna;118
Havin;32
Haylie;13
Hedda;1408
Hedvig;1013
Heidi;172
Helen;93
Helena;402
Helga;11
Helin;255
Henny;48
Henrietta;12
Hiba;78
Hilda;1889
Hillevi;207
Hilma;1005
Hoda;10
Holly;170
Huda;15
Hulda;10
Ida;10836
Idun;300
Ilma;11
Ilona;12
Ilse;24
Iman;263
Ina;304
Indra;285
Ines;641
Inez;926
Ingrid;1417
Irem;12
Iris;1093
Irma;1104
Isa;808
Isabel;942
Isabell;1369
Isabella;3668
Isabelle;3874
Isadora;46
Isis;11
Isolde;219
Isra;97
Iza;221
Izabel;10
Izabell;198
Izabella;745
Izabelle;492
Jackie;13
Jacqueline;209
Jana;48
Janina;62
Jasmin;674
Jasmina;156
Jasmine;1107
Jeanette;13
Jenna;224
Jennie;451
Jennifer;3088
Jenny;1156
Jessica;1187
Jessie;34
Jessika;70
Jill;88
Joanna;260
Johanna;4590
Jolene;43
Jolie;50
Jolin;95
Jolina;112
Joline;824
Joni;21
Jonna;1598
Josefin;2002
Josefina;213
Josefine;2404
Josephine;539
Joy;12
Judit;106
Judith;319
Juli;38
Julia;13387
Julie;397
Juliette;45
Juni;540
Junia;50
Junie;140
Juno;79
Kajsa;2475
Karin;1004
Karla;78
Karolin;22
Karolina;530
Katarina;267
Katja;172
Kayla;50
Kelly;261
Kendra;21
Kerstin;448
Khadija;10
Kiara;10
Kim;175
Kimberly;97
Kira;110
Kitty;11
Klara;5087
Kristin;143
Kristina;473
Laila;89
Lamar;10
Lamis;10
Lana;286
Lara;548
Laura;815
Lava;79
Lavin;14
Lea;1187
Leah;888
Lee;12
Leia;1204
Leiah;14
Leija;71
Leila;251
Leja;10
Lejla;280
Lena;172
Leona;486
Leonie;63
Leonora;155
Lexie;34
Leya;21
Leyla;54
Li;178
Lia;276
Liana;13
Lilian;110
Lilith;10
Lilja;207
Lillian;11
Lillie;48
Lilly;1426
Lilo;14
Lily;582
Lin;22
Lina;3147
Linda;1055
Line;380
Linn;4487
Linnea;5965
Linnéa;5774
Lisa;4243
Lisen;247
Liv;1770
Liva;34
Livia;1059
Liza;161
Lizette;52
Lo;260
Lola;14
Lorena;13
Lorin;99
Lotta;153
Lou;19
Louisa;138
Louise;2114
Lova;2753
Lowa;318
Lovelia;29
Lovis;545
Lovisa;5477
Lucia;119
Lucy;32
Luna;274
Lycka;10
Lydia;583
Lykke;363
Madeleine;1185
Madelen;36
Madelene;325
Madicken;216
Magda;138
Magdalena;430
Maia;146
Maida;22
Maija;46
Maj;100
Maja;9482
Majken;810
Malak;199
Malin;2273
Malou;268
Malva;1051
Malvina;44
Manar;10
Manda;36
Maram;21
Maria;2122
Mariam;571
Marie;235
Marielle;35
Marika;34
Marina;232
Marion;10
Marta;89
Martina;543
Marwa;128
Mary;77
Maryam;310
Maryama;26
Maryan;10
Mathilda;2142
Mathilde;138
Matilda;6688
Matilde;34
Maya;1900
Medina;185
Meija;47
Meja;1967
Melanie;391
Melek;48
Melina;978
Melinda;581
Melisa;286
Melissa;1350
Melody;122
Merve;12
Meya;280
Mia;415
Micaela;68
Michaela;459
Michelle;1324
Mika;225
Mikaela;1153
Mila;144
Milena;11
Miley;10
Milia;95
Milla;841
Millie;177
Milly;113
Milou;70
Mimmi;582
Mina;383
Minea;87
Minelle;13
Minja;21
Minna;1231
Minnah;124
Minou;101
Mira;1614
Miranda;1603
Mirella;11
Miriam;485
Mirjam;202
Mirna;17
Moa;9249
Mollie;426
Molly;4160
Mona;355
Monika;11
My;2106
Myra;105
Märta;1307
Märtha;164
Nada;44
Nadia;343
Nadin;23
Nadine;209
Nadja;522
Naemi;33
Naima;214
Najma;23
Nancy;90
Nanna;121
Naomi;337
Narin;71
Natali;52
Natalia;251
Natalie;1894
Natasha;178
Nathalie;2866
Nawal;11
Nea;402
Neah;64
Nejla;15
Nelia;58
Nell;24
Nella;54
Nelli;156
Nellie;4155
Nelly;1697
Nemi;101
Nicole;1753
Nicolina;181
Nike;558
Niki;118
Nikita;375
Nikki;395
Nikolina;45
Nilla;12
Nina;828
Ninja;25
Ninni;66
Nisa;37
Noa;12
Noelia;98
Noelle;153
Nomi;35
Noomi;355
Noor;260
Nor;66
Nora;3825
Norah;270
Norea;35
Nour;216
Nova;3498
Nowa;11
Novalee;10
Novali;26
Nova-Li;20
Novalie;259
Ofelia;165
Olga;151
Olivia;6553
Oliwia;47
Ophelia;24
Othilia;137
Otilia;22
Ottilia;290
Pamela;23
Patricia;541
Paula;334
Paulina;631
Pauline;234
Penny;107
Perla;24
Pernilla;132
Petra;278
Petronella;108
Philippa;216
Pia;11
Pixie;47
Polly;54
Rahaf;13
Rahma;21
Rakel;128
Rama;15
Rania;82
Rawan;26
Rayan;39
Rebecca;2200
Rebecka;2166
Regina;48
Rim;67
Rita;11
Rojin;14
Ronja;2304
Ronya;47
Rosa;92
Rosanna;21
Roxanna;20
Rut;469
Ruth;246
Sabina;650
Sabrin;12
Sabrina;190
Safa;32
Saga;5726
Sally;618
Salma;388
Sama;14
Samantha;209
Samira;236
Sana;23
Sandra;2486
Sandy;10
Sanja;10
Sanna;1959
Sanne;21
Sara;6313
Sarah;1053
Sasha;10
Savannah;227
Selin;151
Selina;88
Selma;3170
Shams;11
Shirin;10
Sibel;11
Sidra;52
Sienna;57
Signe;2356
Sigrid;1066
Siham;12
Silje;39
Silvia;13
Simona;76
Simone;419
Siri;2034
Smilla;1202
Sofi;82
Sofia;5169
Sofie;1679
Sol;31
Sonia;108
Sonja;576
Sophia;536
Sophie;617
