Jan;50311
Per;40418
Bjørn;39496
Ole;32142
Lars;30373
Kjell;29223
Knut;26442
Arne;26418
Svein;26056
Thomas;23642
Hans;23154
Geir;22596
Tor;22267
Morten;22081
Odd;21972
Terje;21768
Erik;20729
Martin;20442
John;20146
Andreas;20073
Anders;19844
Rune;19279
Trond;17528
Tore;16847
Jon;16205
Daniel;15935
Kristian;15855
Harald;15632
Olav;15588
Tom;15468
Stian;15310
Marius;15132
Gunnar;14756
Magnus;14682
Rolf;14562
Leif;14301
Øyvind;14234
Espen;14152
Nils;13636
Fredrik;13560
Henrik;13540
Christian;13326
Helge;13166
Eirik;13142
Jonas;12506
Einar;12204
Håkon;12196
Steinar;11726
Frode;11314
Øystein;11301
Jørgen;10943
Kåre;10726
Arild;10569
Kjetil;10445
Frank;10210
Petter;10153
Stein;10121
Alexander;9863
Johan;9798
Ivar;9733
Dag;9732
Kristoffer;9656
Stig;9554
Vidar;9517
Kenneth;9417
Pål;9305
Tommy;9292
Ola;9285
Magne;9278
Sverre;9217
Mathias;9190
Karl;9190
Roger;9084
Håvard;9030
Egil;8809
Alf;8593
Emil;8431
Simen;8377
Eivind;8376
Sondre;8079
Jens;8039
Robert;7999
Kim;7986
Vegard;7914
Thor;7863
Roy;7725
Adrian;7602
Johannes;7364
Erling;7330
Torbjørn;7293
Finn;7282
Sander;7267
Sindre;7220
Roar;7199
Asbjørn;7191
Tobias;7161
Sebastian;7145
Reidar;7048
Sigurd;6815
Joakim;6726
Jarle;6712
Erlend;6550
Mats;6530
Markus;6495
Aleksander;6324
Andre;6314
Ove;6254
Jostein;6247
Even;6169
Arvid;6156
Bjarne;6133
Jørn;5977
Benjamin;5900
Ronny;5776
Atle;5757
Trygve;5722
David;5571
Lasse;5387
Henning;5373
Oddvar;5341
William;5198
Inge;5181
Kai;5023
Elias;5018
Ragnar;4957
Bjørnar;4939
Paul;4862
Johnny;4744
Christoffer;4701
Simon;4683
Marcus;4630
Robin;4628
Arve;4606
Jakob;4536
Peter;4440
Åge;4358
Oliver;4318
Michael;4289
Sven;4210
Torstein;4125
Mads;4048
Øivind;4031
Audun;3889
Bård;3877
Glenn;3853
Peder;3826
Carl;3804
Steffen;3769
Ståle;3755
Joachim;3699
Kurt;3668
Ørjan;3599
Isak;3512
Mohammad;3493
Torgeir;3473
Kevin;3459
Runar;3427
Oskar;3418
Herman;3380
Roald;3354
Sigmund;3333
Arnt;3327
Birger;3241
Nikolai;3209
Aksel;3164
Truls;3128
Bernt;3127
Tormod;3117
Richard;3098
Halvor;3071
Willy;3040
Raymond;3027
Ruben;2951
Christer;2919
Noah;2918
Arnfinn;2854
Vetle;2793
Dagfinn;2790
Endre;2776
Jonny;2769
Christopher;2769
Ali;2760
Magnar;2714
Patrick;2708
Harry;2690
Oddbjørn;2676
Jonathan;2640
Cato;2638
Trym;2601
