james;3.318;3.318;1
john;3.271;6.589;2
robert;3.143;9.732;3
michael;2.629;12.361;4
william;2.451;14.812;5
david;2.363;17.176;6
richard;1.703;18.878;7
charles;1.523;20.401;8
joseph;1.404;21.805;9
thomas;1.38;23.185;10
christopher;1.035;24.22;11
daniel;0.974;25.194;12
paul;0.948;26.142;13
mark;0.938;27.081;14
donald;0.931;28.012;15
george;0.927;28.939;16
kenneth;0.826;29.766;17
steven;0.78;30.546;18
edward;0.779;31.325;19
brian;0.736;32.061;20
ronald;0.725;32.787;21
anthony;0.721;33.508;22
kevin;0.671;34.179;23
jason;0.66;34.839;24
matthew;0.657;35.496;25
gary;0.65;36.147;26
timothy;0.64;36.786;27
jose;0.613;37.399;28
larry;0.598;37.997;29
jeffrey;0.591;38.588;30
frank;0.581;39.169;31
scott;0.546;39.715;32
eric;0.544;40.259;33
stephen;0.54;40.799;34
andrew;0.537;41.335;35
raymond;0.488;41.824;36
gregory;0.441;42.265;37
joshua;0.435;42.7;38
jerry;0.432;43.132;39
dennis;0.415;43.547;40
walter;0.399;43.946;41
patrick;0.389;44.335;42
peter;0.381;44.716;43
harold;0.371;45.087;44
douglas;0.367;45.454;45
henry;0.365;45.819;46
carl;0.346;46.165;47
arthur;0.335;46.5;48
ryan;0.328;46.828;49
roger;0.322;47.15;50
joe;0.321;47.471;51
juan;0.316;47.786;52
jack;0.315;48.102;53
albert;0.314;48.415;54
jonathan;0.313;48.729;55
justin;0.311;49.04;56
terry;0.311;49.351;57
gerald;0.309;49.66;58
keith;0.308;49.968;59
samuel;0.306;50.274;60
willie;0.302;50.576;61
ralph;0.282;50.859;62
lawrence;0.282;51.141;63
nicholas;0.275;51.415;64
roy;0.273;51.688;65
benjamin;0.27;51.958;66
bruce;0.263;52.221;67
brandon;0.26;52.48;68
adam;0.259;52.74;69
harry;0.251;52.991;70
fred;0.251;53.241;71
wayne;0.249;53.49;72
billy;0.248;53.738;73
steve;0.246;53.984;74
louis;0.243;54.227;75
jeremy;0.242;54.469;76
aaron;0.24;54.71;77
randy;0.232;54.942;78
howard;0.23;55.172;79
eugene;0.23;55.402;80
carlos;0.229;55.63;81
russell;0.224;55.854;82
bobby;0.223;56.077;83
victor;0.222;56.299;84
martin;0.216;56.515;85
ernest;0.215;56.73;86
phillip;0.213;56.942;87
todd;0.213;57.155;88
jesse;0.209;57.364;89
craig;0.206;57.57;90
alan;0.204;57.774;91
shawn;0.2;57.973;92
clarence;0.197;58.17;93
sean;0.197;58.368;94
philip;0.197;58.565;95
chris;0.197;58.761;96
johnny;0.195;58.957;97
earl;0.193;59.149;98
jimmy;0.191;59.34;99
antonio;0.19;59.531;100
danny;0.19;59.72;101
bryan;0.19;59.91;102
tony;0.19;60.1;103
luis;0.189;60.289;104
mike;0.189;60.478;105
stanley;0.186;60.665;106
leonard;0.186;60.85;107
nathan;0.185;61.035;108
dale;0.184;61.219;109
manuel;0.181;61.4;110
rodney;0.18;61.581;111
curtis;0.18;61.761;112
norman;0.177;61.938;113
allen;0.174;62.112;114
marvin;0.171;62.283;115
vincent;0.168;62.45;116
glenn;0.167;62.617;117
jeffery;0.166;62.783;118
travis;0.166;62.949;119
jeff;0.166;63.114;120
chad;0.165;63.279;121
jacob;0.165;63.444;122
lee;0.162;63.606;123
melvin;0.162;63.768;124
alfred;0.162;63.93;125
kyle;0.16;64.09;126
francis;0.16;64.25;127
bradley;0.159;64.409;128
jesus;0.155;64.564;129
herbert;0.155;64.719;130
frederick;0.154;64.873;131
ray;0.153;65.026;132
joel;0.152;65.177;133
edwin;0.148;65.326;134
don;0.145;65.471;135
eddie;0.144;65.615;136
ricky;0.141;65.756;137
troy;0.138;65.895;138
randall;0.138;66.032;139
barry;0.134;66.167;140
alexander;0.132;66.299;141
bernard;0.127;66.427;142
mario;0.125;66.552;143
leroy;0.125;66.676;144
francisco;0.124;66.801;145
marcus;0.124;66.925;146
micheal;0.123;67.048;147
theodore;0.123;67.171;148
clifford;0.123;67.293;149
miguel;0.122;67.415;150
oscar;0.122;67.538;151
jay;0.118;67.656;152
jim;0.118;67.773;153
tom;0.117;67.89;154
calvin;0.115;68.006;155
alex;0.115;68.12;156
jon;0.115;68.235;157
ronnie;0.113;68.348;158
bill;0.112;68.461;159
lloyd;0.112;68.573;160
tommy;0.112;68.685;161
leon;0.112;68.797;162
derek;0.112;68.908;163
warren;0.11;69.018;164
darrell;0.108;69.126;165
jerome;0.108;69.234;166
floyd;0.107;69.34;167
leo;0.106;69.446;168
alvin;0.105;69.551;169
tim;0.104;69.656;170
wesley;0.104;69.76;171
gordon;0.104;69.864;172
dean;0.104;69.968;173
greg;0.104;70.071;174
jorge;0.104;70.175;175
dustin;0.103;70.278;176
pedro;0.103;70.381;177
derrick;0.103;70.484;178
dan;0.101;70.585;179
lewis;0.099;70.684;180
zachary;0.099;70.782;181
corey;0.098;70.88;182
herman;0.097;70.977;183
maurice;0.097;71.074;184
vernon;0.097;71.171;185
roberto;0.097;71.268;186
clyde;0.095;71.363;187
glen;0.094;71.457;188
hector;0.094;71.551;189
shane;0.093;71.645;190
ricardo;0.093;71.738;191
sam;0.092;71.83;192
rick;0.091;71.921;193
lester;0.091;72.011;194
brent;0.09;72.102;195
ramon;0.09;72.192;196
charlie;0.09;72.281;197
tyler;0.089;72.371;198
gilbert;0.089;72.46;199
gene;0.087;72.547;200
marc;0.087;72.634;201
reginald;0.084;72.717;202
ruben;0.082;72.8;203
brett;0.082;72.882;204
angel;0.082;72.964;205
nathaniel;0.081;73.045;206
rafael;0.081;73.126;207
leslie;0.081;73.207;208
edgar;0.08;73.287;209
milton;0.08;73.367;210
raul;0.079;73.446;211
ben;0.078;73.524;212
chester;0.078;73.602;213
cecil;0.078;73.68;214
duane;0.077;73.757;215
franklin;0.077;73.834;216
andre;0.076;73.91;217
elmer;0.074;73.984;218
brad;0.073;74.057;219
gabriel;0.073;74.13;220
ron;0.072;74.202;221
mitchell;0.072;74.274;222
roland;0.072;74.347;223
arnold;0.072;74.419;224
harvey;0.072;74.491;225
jared;0.071;74.562;226
adrian;0.069;74.631;227
karl;0.069;74.699;228
cory;0.068;74.767;229
claude;0.068;74.835;230
erik;0.068;74.903;231
darryl;0.067;74.97;232
jamie;0.066;75.037;233
neil;0.066;75.102;234
jessie;0.065;75.168;235
christian;0.065;75.233;236
javier;0.065;75.297;237
fernando;0.065;75.362;238
clinton;0.065;75.427;239
ted;0.064;75.491;240
mathew;0.064;75.555;241
tyrone;0.064;75.619;242
darren;0.064;75.683;243
lonnie;0.064;75.746;244
lance;0.063;75.81;245
cody;0.063;75.873;246
julio;0.063;75.936;247
kelly;0.063;75.998;248
kurt;0.062;76.061;249
allan;0.061;76.122;250
nelson;0.061;76.182;251
guy;0.06;76.243;252
clayton;0.06;76.303;253
hugh;0.06;76.363;254
